gruppoPar,gender
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
LEGA NORD ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
LEGA NORD ,male
PROGRESSISTI - FEDERATIVO ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
MISTO ,male
FORZA ITALIA ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
PARTITO POPOLARE ITALIANO ,male
PROGRESSISTI - FEDERATIVO ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
PROGRESSISTI - FEDERATIVO ,male
MISTO ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
LEGA NORD ,male
DEMOCRATICO CRISTIANO ,male
LEGA NORD ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
PROGRESSISTI - FEDERATIVO ,male
PROGRESSISTI - FEDERATIVO ,male
PROGRESSISTI - FEDERATIVO ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
PROGRESSISTI - FEDERATIVO ,male
PROGRESSISTI - FEDERATIVO ,male
PROGRESSISTI - FEDERATIVO ,male
REPUBBLICANO ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
PROGRESSISTI - FEDERATIVO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
REPUBBLICANO ,male
MOVIMENTO PER LA DEMOCRAZIA: LA RETE ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRAZIA CRISTIANA ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO SOCIALISTA UNITARIO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
LIBERALE ,male
PARTITO COMUNISTA ITALIANO ,male
FORZA ITALIA ,male
LEGA NORD ,male
PROGRESSISTI - FEDERATIVO ,male
PARTITO POPOLARE ITALIANO ,male
MISTO ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
PROGRESSISTI - FEDERATIVO ,male
PARTITO SOCIALISTA ITALIANO ,male
PROGRESSISTI - FEDERATIVO ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
FORZA ITALIA ,male
LEGA NORD ,male
FORZA ITALIA ,male
LEGA NORD ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
PROGRESSISTI - FEDERATIVO ,male
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
PROGRESSISTI - FEDERATIVO ,male
FORZA ITALIA ,male
PROGRESSISTI - FEDERATIVO ,male
FORZA ITALIA ,male
MISTO ,male
PROGRESSISTI - FEDERATIVO ,male
PARTITO POPOLARE ITALIANO ,male
FORZA ITALIA ,male
LEGA NORD ,male
PROGRESSISTI - FEDERATIVO ,male
PARTITO POPOLARE ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PROGRESSISTI - FEDERATIVO ,male
LEGA NORD ,male
LEGA NORD ,male
ALLEANZA NAZIONALE - MSI ,male
MISTO ,male
PROGRESSISTI - FEDERATIVO ,male
FORZA ITALIA ,male
I DEMOCRATICI ,male
ALLEANZA NAZIONALE - MSI ,male
LEGA NORD ,male
DEMOCRATICO CRISTIANO ,male
CENTRO CRISTIANO DEMOCRATICO ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
LEGA NORD ,male
PARTITO POPOLARE ITALIANO ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
FORZA ITALIA ,male
CENTRO CRISTIANO DEMOCRATICO ,male
PROGRESSISTI - FEDERATIVO ,male
MISTO ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
PROGRESSISTI - FEDERATIVO ,male
ALLEANZA NAZIONALE - MSI ,male
PROGRESSISTI - FEDERATIVO ,male
I DEMOCRATICI ,male
ALLEANZA NAZIONALE - MSI ,male
DEMOCRATICO CRISTIANO ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
FORZA ITALIA ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
LEGA NORD ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
PROGRESSISTI - FEDERATIVO ,male
LEGA NORD ,male
PROGRESSISTI - FEDERATIVO ,male
CENTRO CRISTIANO DEMOCRATICO ,male
PROGRESSISTI - FEDERATIVO ,male
PROGRESSISTI - FEDERATIVO ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
LEGA NORD ,male
LEGA NORD ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
PROGRESSISTI - FEDERATIVO ,male
PROGRESSISTI - FEDERATIVO ,male
ALLEANZA NAZIONALE - MSI ,male
LEGA NORD ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
LEGA NORD ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
PROGRESSISTI - FEDERATIVO ,male
MISTO ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
PROGRESSISTI - FEDERATIVO ,male
FORZA ITALIA ,male
PROGRESSISTI - FEDERATIVO ,male
ALLEANZA NAZIONALE - MSI ,male
CENTRO CRISTIANO DEMOCRATICO ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
MISTO ,male
ALLEANZA NAZIONALE - MSI ,male
CENTRO CRISTIANO DEMOCRATICO ,male
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
PROGRESSISTI - FEDERATIVO ,male
I DEMOCRATICI ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
MISTO ,male
ALLEANZA NAZIONALE - MSI ,male
LEGA NORD ,male
FORZA ITALIA ,male
LEGA NORD ,male
PARTITO POPOLARE ITALIANO ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
CENTRO CRISTIANO DEMOCRATICO ,male
FORZA ITALIA ,male
PROGRESSISTI - FEDERATIVO ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
CENTRO CRISTIANO DEMOCRATICO ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
LEGA NORD ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
MOVIMENTO SOCIALE ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
PARTITO SOCIALISTA ITALIANO ,male
MOVIMENTO SOCIALE ITALIANO ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
DEMOCRAZIA CRISTIANA ,male
MISTO ,male
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
PROGRESSISTI - FEDERATIVO ,male
ALLEANZA NAZIONALE - MSI ,male
PARTITO POPOLARE ITALIANO ,male
CENTRO CRISTIANO DEMOCRATICO ,male
PARTITO POPOLARE ITALIANO ,male
FORZA ITALIA ,male
LEGA NORD ,male
CENTRO CRISTIANO DEMOCRATICO ,male
MISTO ,male
CENTRO CRISTIANO DEMOCRATICO ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
PROGRESSISTI - FEDERATIVO ,male
CENTRO CRISTIANO DEMOCRATICO ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
MISTO ,male
PARTITO POPOLARE ITALIANO ,male
MISTO ,male
ALLEANZA NAZIONALE - MSI ,male
LEGA NORD ,male
MISTO ,male
PROGRESSISTI - FEDERATIVO ,male
ALLEANZA NAZIONALE - MSI ,male
PROGRESSISTI - FEDERATIVO ,male
ALLEANZA NAZIONALE - MSI ,male
PROGRESSISTI - FEDERATIVO ,male
LEGA NORD ,male
PROGRESSISTI - FEDERATIVO ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
LEGA NORD ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
FORZA ITALIA ,male
LEGA NORD ,male
LEGA NORD ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
FORZA ITALIA ,male
PARTITO POPOLARE ITALIANO ,male
PROGRESSISTI - FEDERATIVO ,male
FORZA ITALIA ,male
PROGRESSISTI - FEDERATIVO ,male
CENTRO CRISTIANO DEMOCRATICO ,male
PARTITO SOCIALISTA ITALIANO ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
PROGRESSISTI - FEDERATIVO ,male
MISTO ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
FORZA ITALIA ,male
PROGRESSISTI - FEDERATIVO ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
PARTITO POPOLARE ITALIANO ,male
FORZA ITALIA ,male
PROGRESSISTI - FEDERATIVO ,male
MISTO ,male
MISTO ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
PROGRESSISTI - FEDERATIVO ,male
ALLEANZA NAZIONALE - MSI ,male
PROGRESSISTI - FEDERATIVO ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
ALLEANZA NAZIONALE - MSI ,male
LEGA NORD ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
PROGRESSISTI - FEDERATIVO ,male
PARTITO POPOLARE ITALIANO ,male
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
MISTO ,male
LEGA NORD ,male
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
LEGA NORD ,male
PROGRESSISTI - FEDERATIVO ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
LEGA NORD ,male
PROGRESSISTI - FEDERATIVO ,male
CENTRO CRISTIANO DEMOCRATICO ,male
FORZA ITALIA ,male
MISTO ,male
PROGRESSISTI - FEDERATIVO ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
LEGA NORD ,male
MISTO ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
MISTO ,male
FORZA ITALIA ,male
CENTRO CRISTIANO DEMOCRATICO ,male
PROGRESSISTI - FEDERATIVO ,male
PROGRESSISTI - FEDERATIVO ,male
MISTO ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
PARTITO POPOLARE ITALIANO ,male
ALLEANZA NAZIONALE - MSI ,male
LEGA ITALIANA FEDERALISTA ,male
CENTRO CRISTIANO DEMOCRATICO ,male
FORZA ITALIA ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
PROGRESSISTI - FEDERATIVO ,male
PROGRESSISTI - FEDERATIVO ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
PROGRESSISTI - FEDERATIVO ,male
MISTO ,male
PARTITO POPOLARE ITALIANO ,male
LEGA NORD ,male
MISTO ,male
FORZA ITALIA ,male
MISTO ,male
FORZA ITALIA ,male
MISTO ,male
UNIONE DEMOCRATICA NAZIONALE ,male
MSI-DESTRA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
COMUNISTA ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
COMUNISTA ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO LIBERALE ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
MOVIMENTO SOCIALE ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO DEMOCRATICO ITALIANO DI UNITA' MONARCHICA ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
MISTO ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO COMUNISTA ITALIANO ,male
MOVIMENTO SOCIALE ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
MOVIMENTO SOCIALE ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRAZIA CRISTIANA ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
LIBERALE ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
MSI-DESTRA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
PARTITO LIBERALE ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRAZIA CRISTIANA ,male
MSI-DESTRA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
MISTO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
COMUNISTA ,male
ALLEANZA NAZIONALE ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
MISTO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
MISTO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
FORZA ITALIA ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
ALLEANZA NAZIONALE ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE ,male
CENTRO CRISTIANO DEMOCRATICO - CRISTIANI DEMOCRATICI UNITI ,male
FORZA ITALIA ,male
MISTO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
ALLEANZA NAZIONALE ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
ALLEANZA NAZIONALE ,male
MISTO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
UNIONE DEMOCRATICA PER L'EUROPA ,male
FORZA ITALIA ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
ALLEANZA NAZIONALE ,male
RINNOVAMENTO ITALIANO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
FORZA ITALIA ,male
DEMOCRATICI - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
FORZA ITALIA ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO SOCIALISTA ITALIANO ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO REPUBBLICANO ,male
DEMOCRAZIA CRISTIANA ,male
MISTO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
MISTO ,male
MISTO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
MISTO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
MISTO ,male
FORZA ITALIA ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
FORZA ITALIA ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
ALLEANZA NAZIONALE ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
FORZA ITALIA ,male
DEMOCRATICO CRISTIANO ,male
LEGA PADANIA ,male
LEGA PADANIA ,male
ALLEANZA NAZIONALE ,male
LEGA PADANIA ,male
FORZA ITALIA ,male
LEGA PADANIA ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
LEGA PADANIA ,male
LEGA NORD ,male
LEGA PADANIA ,male
LEGA PADANIA ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
FORZA ITALIA ,male
DEMOCRATICO CRISTIANO ,male
LEGA PADANIA ,male
LEGA PADANIA ,male
LEGA PADANIA ,male
FORZA ITALIA ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
DEMOCRATICI - L'ULIVO ,male
MISTO ,male
LEGA PADANIA ,male
ALLEANZA NAZIONALE ,male
LEGA PADANIA ,male
ALLEANZA NAZIONALE ,male
MISTO ,male
FORZA ITALIA ,male
MISTO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE ,male
MISTO ,male
MISTO ,male
LEGA PADANIA ,male
LEGA PADANIA ,male
LEGA PADANIA ,male
LEGA PADANIA ,male
MISTO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
FORZA ITALIA ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
LEGA PADANIA ,male
LEGA PADANIA ,male
LEGA PADANIA ,male
LEGA PADANIA ,male
MISTO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
MISTO ,male
RINNOVAMENTO ITALIANO ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
MISTO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
ALLEANZA NAZIONALE ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
FORZA ITALIA ,male
CENTRO CRISTIANO DEMOCRATICO - CRISTIANI DEMOCRATICI UNITI ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
ALLEANZA NAZIONALE ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
CENTRO CRISTIANO DEMOCRATICO - CRISTIANI DEMOCRATICI UNITI ,male
ALLEANZA NAZIONALE ,male
CRISTIANI DEMOCRATICI UNITI - CRISTIANI DEMOCRATICI PER LA REPUBBLICA ,male
FORZA ITALIA ,male
CENTRO CRISTIANO DEMOCRATICO - CRISTIANI DEMOCRATICI UNITI ,male
UNIONE DEMOCRATICA PER L'EUROPA ,male
ALLEANZA NAZIONALE ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
MISTO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
DEMOCRATICI - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
FORZA ITALIA ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
ALLEANZA NAZIONALE ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
FORZA ITALIA ,male
CENTRO CRISTIANO DEMOCRATICO ,male
FORZA ITALIA ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE ,male
DEMOCRATICI DI SINISTRA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
CENTRO CRISTIANO DEMOCRATICO - CRISTIANI DEMOCRATICI UNITI ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
FORZA ITALIA ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
MISTO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
FORZA ITALIA ,male
MISTO ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
RINNOVAMENTO ITALIANO ,male
FORZA ITALIA ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
COMUNISTA ,male
POPOLARI DEMOCRATICI - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
MISTO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
MSI-DESTRA NAZIONALE ,male
SINISTRA DEMOCRATICA - L'ULIVO ,male
UNIONE DEMOCRATICA PER L'EUROPA ,male
DEMOCRATICO CRISTIANO ,male
