partito,gender,Allineamento Politico
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
LEGA NORD,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
ALLEANZA NAZIONALE,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
UNIONE DI CENTRO (2002),male,centro
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
PARTITO DEI COMUNISTI ITALIANI,male,sinistra radicale
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
SINISTRA ECOLOGIA LIBERTÀ,male,sinistra
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
PARTITO DEMOCRATICO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
L'ULIVO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
POPOLO E TERRITORIO,male,
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ROSA NEL PUGNO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
ROSA NEL PUGNO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
LIBERI E UGUALI,male,sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
CENTRO DEMOCRATICO,male,centro-sinistra
NUOVO CENTRODESTRA,male,centro-destra
SCELTA CIVICA,male,centro
IL POPOLO DELLA LIBERTÀ,male,centro-destra
POPOLO E TERRITORIO,male,
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FRATELLI D'ITALIA,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
POPOLO E TERRITORIO,male,
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
POPOLO E TERRITORIO,male,
IL POPOLO DELLA LIBERTÀ,male,centro-destra
POPOLO E TERRITORIO,male,
L'ULIVO,male,centro-sinistra
SCELTA CIVICA,male,centro
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
NUOVO CENTRODESTRA,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FRATELLI D'ITALIA,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
NUOVO CENTRODESTRA,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO POPOLARE ITALIANO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
UNIONE DI CENTRO (2002),male,centro
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
UNIONE DI CENTRO (2002),male,centro
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ROSA NEL PUGNO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
SINISTRA ECOLOGIA LIBERTÀ,male,sinistra
ROSA NEL PUGNO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
UNIONE DI CENTRO (2002),male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FEDERAZIONE DEI VERDI,male,
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
SINISTRA ECOLOGIA LIBERTÀ,male,sinistra
ROSA NEL PUGNO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
UNIONE DI CENTRO (2002),male,centro
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
PARTITO DEI COMUNISTI ITALIANI,male,sinistra radicale
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
SINISTRA ECOLOGIA LIBERTÀ,male,sinistra
UNIONE DI CENTRO (2002),male,centro
ALLEANZA NAZIONALE,male,destra
ITALIA DEI VALORI,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
ITALIA DEI VALORI,male,centro
SINISTRA ECOLOGIA LIBERTÀ,male,sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
UNIONE DI CENTRO (2002),male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
LEGA NORD,male,destra
DEMOCRAZIA CRISTIANA PER LE AUTONOMIE,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
SINISTRA ECOLOGIA LIBERTÀ,male,sinistra
L'ULIVO,male,centro-sinistra
POPOLARI UDEUR,male,centro
SINISTRA ECOLOGIA LIBERTÀ,male,sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
POPOLARI UDEUR,male,centro
ITALIA DEI VALORI,male,centro
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FEDERAZIONE DEI VERDI,male,
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
POPOLARI UDEUR,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
POPOLARI UDEUR,male,centro
POPOLARI UDEUR,male,centro
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
DEMOCRAZIA CRISTIANA PER LE AUTONOMIE,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
ITALIA DEI VALORI,male,centro
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
POPOLO E TERRITORIO,male,
PARTITO DEMOCRATICO,male,centro-sinistra
POPOLO E TERRITORIO,male,
L'ULIVO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
POPOLO E TERRITORIO,male,
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
POPOLO E TERRITORIO,male,
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
L'ULIVO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
POPOLO E TERRITORIO,male,
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
POPOLO E TERRITORIO,male,
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
L'ULIVO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
NUOVO CENTRODESTRA,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
SCELTA CIVICA,male,centro
NUOVO CENTRODESTRA,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
NUOVO CENTRODESTRA,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
LIBERI E UGUALI,male,sinistra
SCELTA CIVICA,male,centro
PARTITO DEMOCRATICO,male,centro-sinistra
LEGA NORD,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
NUOVO CENTRODESTRA,male,centro-destra
FRATELLI D'ITALIA,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
CENTRO DEMOCRATICO,male,centro-sinistra
SCELTA CIVICA,male,centro
LEGA NORD,male,destra
CENTRO DEMOCRATICO,male,centro-sinistra
LEGA NORD,male,destra
LIBERI E UGUALI,male,sinistra
SINISTRA ECOLOGIA LIBERTÀ,male,sinistra
LIBERI E UGUALI,male,sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
LEGA NORD,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
SCELTA CIVICA,male,centro
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male,destra
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
ALLEANZA NAZIONALE,male,destra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ITALIA DEI VALORI,male,centro
