partito,gender
L'ULIVO,male
ITALIA DEI VALORI,male
UDC,male
UDC,male
ITALIA DEI VALORI,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
ALLEANZA NAZIONALE,male
ITALIA DEI VALORI,male
L'ULIVO,male
ITALIA DEI VALORI,male
MISTO,male
DEMOCRAZIA CRISTIANA-PARTITO SOCIALISTA,male
VERDI,male
MISTO,male
LEGA NORD PADANIA,male
UDC,male
MISTO,male
MISTO,male
COMUNISTI ITALIANI,male
LEGA NORD PADANIA,male
VERDI,male
MISTO,male
ITALIA DEI VALORI,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
ITALIA DEI VALORI,male
L'ULIVO,male
LEGA NORD PADANIA,male
ITALIA DEI VALORI,male
LEGA NORD PADANIA,male
MISTO,male
FORZA ITALIA,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
MISTO,male
FORZA ITALIA,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
UNIONE DI CENTRO,male
INIZIATIVA RESPONSABILE,male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA'. PER L'ITALIA,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
UNIONE DI CENTRO,male
MISTO,male
UNIONE DI CENTRO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
MISTO,male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
UNIONE DI CENTRO,male
PARTITO DEMOCRATICO,male
MISTO,male
PARTITO DEMOCRATICO,male
INIZIATIVA RESPONSABILE,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
UNIONE DI CENTRO,male
POPOLO DELLA LIBERTA',male
MISTO,male
INIZIATIVA RESPONSABILE,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
UNIONE DI CENTRO,male
POPOLO DELLA LIBERTA',male
UNIONE DI CENTRO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
UNIONE DI CENTRO,male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
MISTO,male
POPOLO DELLA LIBERTA',male
MISTO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA'. PER L'ITALIA,male
NUOVO CENTRODESTRA,male
SCELTA CIVICA-ALA PER LA COSTITUENTE LIBERALE E POPOLARE-MAIE,male
NUOVO CENTRODESTRA,male
PARTITO DEMOCRATICO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
SINISTRA ECOLOGIA LIBERTA',male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
SINISTRA ECOLOGIA LIBERTA',male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
NUOVO CENTRODESTRA,male
SINISTRA ECOLOGIA LIBERTA',male
LEGA NORD E AUTONOMIE,male
LEGA NORD E AUTONOMIE,male
LEGA NORD E AUTONOMIE,male
MISTO,male
SINISTRA ECOLOGIA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
NUOVO CENTRODESTRA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
PARTITO DEMOCRATICO,male
MISTO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
INIZIATIVA RESPONSABILE,male
FRATELLI D'ITALIA,male
MISTO,male
MISTO,male
POPOLO DELLA LIBERTA',male
MOVIMENTO PER LA DEMOCRAZIA: LA RETE,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
PARTITO SOCIALISTA ITALIANO,male
PARTITO SOCIALISTA ITALIANO,male
COMUNISTA - PDS,male
COMUNISTA - PDS,male
PARTITO SOCIALISTA ITALIANO,male
DEMOCRATICO CRISTIANO,male
MISTO,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
PARTITO SOCIALISTA ITALIANO,male
RIFONDAZIONE COMUNISTA,male
VERDI,male
DEMOCRATICO CRISTIANO,male
REPUBBLICANO,male
DEMOCRATICO CRISTIANO,male
PROGRESSISTI - FEDERATIVO,male
PROGRESSISTI - FEDERATIVO,male
I DEMOCRATICI,male
SINISTRA DEMOCRATICA - L'ULIVO,male
DEMOCRATICI DI SINISTRA - L'ULIVO,male
RINNOVAMENTO ITALIANO,male
DEMOCRATICI - L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
MISTO,male
MISTO,male
LA ROSA NEL PUGNO,male
SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO,male
VERDI,male
L'ULIVO,male
ITALIA DEI VALORI,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
L'ULIVO,male
MISTO,male
L'ULIVO,male
ITALIA DEI VALORI,male
UNIONE DI CENTRO,male
UNIONE DI CENTRO,male
UNIONE DI CENTRO,male
UNIONE DI CENTRO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
UNIONE DI CENTRO,male
INIZIATIVA RESPONSABILE,male
MISTO,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
LEGA NORD PADANIA,male
MISTO,male
UNIONE DI CENTRO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
POPOLO DELLA LIBERTA',male
LEGA NORD PADANIA,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
INIZIATIVA RESPONSABILE,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
MISTO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
MISTO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
INIZIATIVA RESPONSABILE,male
MISTO,male
PARTITO DEMOCRATICO,male
ITALIA DEI VALORI,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA'. PER L'ITALIA,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
UNIONE DI CENTRO,male
PARTITO DEMOCRATICO,male
INIZIATIVA RESPONSABILE,male
MISTO,male
PARTITO DEMOCRATICO,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
MISTO,male
PARTITO DEMOCRATICO,male
LEGA NORD PADANIA,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
LEGA NORD PADANIA,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
LEGA NORD PADANIA,male
POPOLO DELLA LIBERTA',male
MISTO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
UNIONE DI CENTRO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
ITALIA DEI VALORI,male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
MISTO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
MISTO,male
FUTURO E LIBERTA'. PER L'ITALIA,male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
UNIONE DI CENTRO PER IL TERZO POLO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
INIZIATIVA RESPONSABILE,male
POPOLO DELLA LIBERTA',male
INIZIATIVA RESPONSABILE,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
UNIONE DI CENTRO,male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
UNIONE DI CENTRO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA' PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
LEGA NORD PADANIA,male
ITALIA DEI VALORI,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
ITALIA DEI VALORI,male
MISTO,male
ITALIA DEI VALORI,male
ITALIA DEI VALORI,male
MISTO,male
ITALIA DEI VALORI,male
LEGA NORD PADANIA,male
ITALIA DEI VALORI,male
LEGA NORD PADANIA,male
MISTO,male
ITALIA DEI VALORI,male
ITALIA DEI VALORI,male
MISTO,male
LEGA NORD PADANIA,male
ITALIA DEI VALORI,male
MISTO,male
INIZIATIVA RESPONSABILE,male
ITALIA DEI VALORI,male
MISTO,male
INIZIATIVA RESPONSABILE,male
MISTO,male
MISTO,male
INIZIATIVA RESPONSABILE,male
MISTO,male
MISTO,male
INIZIATIVA RESPONSABILE,male
INIZIATIVA RESPONSABILE NUOVO POLO,male
ITALIA DEI VALORI,male
POPOLO DELLA LIBERTA',male
MISTO,male
UNIONE DI CENTRO,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
POPOLO DELLA LIBERTA',male
INIZIATIVA RESPONSABILE,male
LEGA NORD PADANIA,male
MISTO,male
INIZIATIVA RESPONSABILE,male
LEGA NORD PADANIA,male
UNIONE DI CENTRO,male
FUTURO E LIBERTA' PER IL TERZO POLO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
LEGA NORD PADANIA,male
FUTURO E LIBERTA' PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
INIZIATIVA RESPONSABILE,male
MISTO,male
POPOLO DELLA LIBERTA',male
LEGA NORD PADANIA,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
MISTO,male
PARTITO DEMOCRATICO,male
ITALIA DEI VALORI,male
MISTO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
MISTO,male
MISTO,male
FRATELLI D'ITALIA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
NUOVO CENTRODESTRA,male
LEGA NORD E AUTONOMIE,male
LEGA NORD E AUTONOMIE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MISTO,male
NUOVO CENTRODESTRA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
SCELTA CIVICA-ALA PER LA COSTITUENTE LIBERALE E POPOLARE-MAIE,male
MISTO,male
LEGA NORD E AUTONOMIE,male
MISTO,male
SCELTA CIVICA-ALA PER LA COSTITUENTE LIBERALE E POPOLARE-MAIE,male
LEGA NORD E AUTONOMIE,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
MISTO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MISTO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MISTO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
SCELTA CIVICA PER L'ITALIA,male
MISTO,male
AREA POPOLARE,male
PER L'ITALIA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
NUOVO CENTRODESTRA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
NUOVO CENTRODESTRA,male
FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MISTO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MISTO,male
NUOVO CENTRODESTRA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE,male
MISTO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD,male
FRATELLI D'ITALIA,male
MISTO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
NUOVO CENTRODESTRA,male
LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
NUOVO CENTRODESTRA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
LEGA NORD E AUTONOMIE,male
NUOVO CENTRODESTRA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
PARTITO DEMOCRATICO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MISTO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
PARTITO DEMOCRATICO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
NUOVO CENTRODESTRA,male
MISTO,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO,male
SCELTA CIVICA PER L'ITALIA,male
SCELTA CIVICA PER L'ITALIA,male
LEGA NORD E AUTONOMIE,male
LEGA NORD E AUTONOMIE,male
SCELTA CIVICA PER L'ITALIA,male
SCELTA CIVICA PER L'ITALIA,male
MISTO,male
SCELTA CIVICA PER L'ITALIA,male
MISTO,male
PARTITO DEMOCRATICO,male
PER L'ITALIA,male
SCELTA CIVICA PER L'ITALIA,male
SCELTA CIVICA PER L'ITALIA,male
PER L'ITALIA,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MISTO,male
SCELTA CIVICA PER L'ITALIA,male
MOVIMENTO 5 STELLE,male
CIVICI E INNOVATORI,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
SINISTRA ECOLOGIA LIBERTA',male
MISTO,male
MISTO,male
MISTO,male
MISTO,male
PARTITO DEMOCRATICO,male
MISTO,male
SCELTA CIVICA PER L'ITALIA,male
MOVIMENTO 5 STELLE,male
SCELTA CIVICA PER L'ITALIA,male
PER L'ITALIA,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
NUOVO CENTRODESTRA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MISTO,male
PARTITO DEMOCRATICO,male
SCELTA CIVICA PER L'ITALIA,male
PER L'ITALIA,male
MISTO,male
PARTITO DEMOCRATICO,male
LEGA NORD E AUTONOMIE,male
FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
LEGA NORD E AUTONOMIE,male
PARTITO SOCIALISTA ITALIANO,male
VERDI,male
PROGRESSISTI - FEDERATIVO,male
MISTO,male
MISTO,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
MISTO,male
MISTO,male
LEGA NORD E AUTONOMIE,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE,male
LEGA NORD E AUTONOMIE,male
MISTO,male
SCELTA CIVICA-ALA PER LA COSTITUENTE LIBERALE E POPOLARE-MAIE,male
MISTO,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE,male
SCELTA CIVICA PER L'ITALIA,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PER L'ITALIA,male
SCELTA CIVICA PER L'ITALIA,male
MISTO,male
FRATELLI D'ITALIA-ALLEANZA NAZIONALE,male
MOVIMENTO 5 STELLE,male
MISTO,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
PARTITO DEMOCRATICO,male
SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
MISTO,male
SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE,male
PARTITO DEMOCRATICO,male
PER L'ITALIA,male
SCELTA CIVICA PER L'ITALIA,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MISTO,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
SINISTRA ECOLOGIA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MISTO,male
SINISTRA ECOLOGIA LIBERTA',male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
SCELTA CIVICA PER L'ITALIA,male
PER L'ITALIA,male
PER L'ITALIA,male
SCELTA CIVICA PER L'ITALIA,male
PARTITO DEMOCRATICO,male
SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',male
MISTO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
SCELTA CIVICA PER L'ITALIA,male
MISTO,male
SCELTA CIVICA PER L'ITALIA,male
PER L'ITALIA,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
MISTO,male
PARTITO DEMOCRATICO,male
MISTO,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
PARTITO DEMOCRATICO,male
SINISTRA ECOLOGIA LIBERTA',male
SCELTA CIVICA PER L'ITALIA,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
SINISTRA ECOLOGIA LIBERTA',male
MISTO,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
LEGA NORD E AUTONOMIE,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
MISTO,male
SCELTA CIVICA PER L'ITALIA,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE,male
SCELTA CIVICA PER L'ITALIA,male
MISTO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
SINISTRA ECOLOGIA LIBERTA',male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
PARTITO DEMOCRATICO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MISTO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MISTO,male
MOVIMENTO 5 STELLE,male
MISTO,male
LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',male
MOVIMENTO 5 STELLE,male
MISTO,male
SCELTA CIVICA PER L'ITALIA,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
SCELTA CIVICA PER L'ITALIA,male
MISTO,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE,male
LEGA NORD E AUTONOMIE,male
MISTO,male
MOVIMENTO 5 STELLE,male
MISTO,male
SCELTA CIVICA PER L'ITALIA,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MISTO,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MISTO,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE,male
SCELTA CIVICA PER L'ITALIA,male
PER L'ITALIA,male
MISTO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
MISTO,male
SINISTRA ECOLOGIA LIBERTA',male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
